"Salgspris"	"Dato"	"Kvadratmeterpris"	"AntalVarelser"	"Postnummer"	"Hustype"	"Kvadratmeter"	"Byggeaar"	"Prisreduktion"
2950000	2012-06-03	27570	4	2750	"Hus"	107	1964	0.990099009900991
2e+06	2012-05-29	13888	5	2750	"Hus"	144	1971	19.3548387096774
1800000	2012-05-15	16071	4	2750	"Hus"	112	1963	4.76190476190477
2700000	2012-04-30	17307	4	2750	"Hus"	156	1972	9.09090909090909
1790000	2012-04-30	20112	3	2750	"Hus"	89	1957	0
2450000	2012-04-30	18014	5	2750	"Hus"	136	1906	3.84615384615385
3260000	2012-04-29	19404	4	2750	"Hus"	168	1971	4.76190476190477
2375000	2012-04-29	19628	5	2750	"Hus"	121	1957	4.76190476190477
1800000	2012-04-26	26470	3	2750	"Hus"	68	1960	13.7931034482759
3800000	2012-04-23	20652	7	2750	"Hus"	184	1969	0
3700000	2012-04-22	25170	4	2750	"Hus"	147	1970	6.54205607476636
2300000	2012-04-19	22549	4	2750	"Hus"	102	1963	13.0434782608696
2250000	2012-04-18	18292	4	2750	"Hus"	123	1974	9.90990990990992
2350000	2012-04-15	15878	6	2750	"Hus"	148	1961	5.66037735849058
2950000	2012-04-02	21851	5	2750	"Hus"	135	1962	0
3400000	2012-03-30	21935	6	2750	"Hus"	155	1971	1.96078431372549
2700000	2012-03-19	18620	5	2750	"Hus"	145	1969	10.7142857142857
2100000	2012-03-19	15555	5	2750	"Hus"	135	1968	8.25688073394496
2800000	2012-03-16	17721	4	2750	"Hus"	158	1970	5.66037735849058
1985000	2012-03-14	20050	3	2750	"Hus"	99	1959	3.84615384615385
2515000	2012-03-12	16766	4	2750	"Hus"	150	1931	6.54205607476636
1950000	2012-03-09	14552	4	2750	"Hus"	134	1980	15.9663865546218
3400000	2012-03-08	17616	4	2750	"Hus"	193	1971	9.09090909090909
2600000	2012-03-07	19696	4	2750	"Hus"	132	1962	8.25688073394496
2300000	2012-02-27	16083	5	2750	"Hus"	143	1976	7.40740740740742
2100000	2012-02-27	22826	4	2750	"Hus"	92	1954	3.84615384615385
2650000	2012-02-27	14480	7	2750	"Hus"	183	1954	15.2542372881356
2275000	2012-02-26	14308	5	2750	"Hus"	159	1965	8.25688073394496
2e+06	2012-02-25	16260	4	2750	"Hus"	123	1973	10.7142857142857
2122500	2012-02-14	21658	3	2750	"Hus"	98	1962	2.9126213592233
3e+06	2012-02-10	20833	5	2750	"Hus"	144	1972	2.9126213592233
3200000	2012-02-09	24427	4	2750	"Hus"	131	1970	0.990099009900991
2500000	2012-01-30	21739	4	2750	"Hus"	115	1952	6.54205607476636
2693700	2012-01-25	24941	4	2750	"Hus"	108	1968	0
5500000	2012-01-24	30054	5	2750	"Hus"	183	1918	15.2542372881356
1700000	2012-01-20	16037	3	2750	"Hus"	106	1956	4.76190476190477
2500000	2012-01-13	14970	5	2750	"Hus"	167	1960	9.90990990990992
2950000	2012-01-12	19666	5	2750	"Hus"	150	1968	7.40740740740742
3700000	2012-01-03	19576	9	2750	"Hus"	189	2001	4.76190476190477
2675000	2011-12-28	21400	3	2750	"Hus"	125	1966	3.84615384615385
2150000	2011-12-22	15357	5	2750	"Hus"	140	1967	1.96078431372549
2950000	2011-12-19	24583	5	2750	"Hus"	120	1996	7.40740740740742
4e+06	2011-12-09	27027	5	2750	"Hus"	148	1962	0
3545000	2011-12-09	22724	4	2750	"Hus"	156	1976	0
1372029	2011-12-08	7036	8	2750	"Hus"	195	1969	50.7389162561576
2300000	2011-11-25	13772	6	2750	"Hus"	167	1970	0
1800000	2011-11-21	16363	4	2750	"Hus"	110	1960	9.09090909090909
2300000	2011-11-21	20909	4	2750	"Hus"	110	1967	7.40740740740742
2500000	2011-11-17	17857	5	2750	"Hus"	140	1975	9.90990990990992
1960000	2011-11-11	16610	5	2750	"Hus"	118	1955	9.90990990990992
3e+06	2011-11-03	21276	5	2750	"Hus"	141	1968	4.76190476190477
1500000	2011-11-03	10638	6	2750	"Hus"	141	1950	49.748743718593
1650000	2011-10-28	19642	3	2750	"Hus"	84	1954	16.6666666666667
2800000	2011-10-28	22047	4	2750	"Hus"	127	1970	5.66037735849058
643580	2011-10-05	5746	5	2750	"Hus"	112	1965	0
3150000	2011-10-03	18103	5	2750	"Hus"	174	1998	9.09090909090909
3550000	2011-09-30	23202	4	2750	"Hus"	153	1975	10.7142857142857
3200000	2011-09-23	23880	4	2750	"Hus"	134	1977	3.84615384615385
3100000	2011-09-13	21527	4	2750	"Hus"	144	1974	12.280701754386
2200000	2011-09-12	16417	5	2750	"Hus"	134	1972	7.40740740740742
1995000	2011-09-12	13571	4	2750	"Hus"	147	1980	0
2700000	2011-08-22	24107	4	2750	"Hus"	112	1968	9.09090909090909
1698750	2011-08-09	11715	7	2750	"Hus"	145	1960	0
2950000	2011-08-01	22180	4	2750	"Hus"	133	1979	9.09090909090909
1150000	2011-07-29	14743	3	2750	"Hus"	78	1959	14.5299145299145
3525000	2011-07-15	20614	7	2750	"Hus"	171	1967	5.66037735849058
2200000	2011-07-14	14379	5	2750	"Hus"	153	1970	16.6666666666667
2175000	2011-07-13	19772	5	2750	"Hus"	110	1958	10.7142857142857
3550000	2011-07-10	21779	4	2750	"Hus"	163	1970	3.84615384615385
2350000	2011-07-08	18076	5	2750	"Hus"	130	1960	7.40740740740742
2500000	2011-06-30	18518	5	2750	"Hus"	135	1968	15.9663865546218
2150000	2011-06-30	13782	7	2750	"Hus"	156	1927	16.6666666666667
3225000	2011-06-20	16623	5	2750	"Hus"	194	1965	9.09090909090909
2250000	2011-06-16	22727	4	2750	"Hus"	99	1961	4.76190476190477
2100000	2011-06-09	19444	3	2750	"Hus"	108	1930	5.66037735849058
2500000	2011-06-01	18115	4	2750	"Hus"	138	1965	7.40740740740742
878100	2011-06-01	9441	5	2750	"Hus"	93	1961	0
1670000	2011-05-26	17578	3	2750	"Hus"	95	1959	6.54205607476636
3500000	2011-05-24	27131	4	2750	"Hus"	129	1972	0
1750000	2011-05-22	11437	6	2750	"Hus"	153	1971	0
2350000	2011-05-11	16785	5	2750	"Hus"	140	1939	5.66037735849058
2875000	2011-05-08	22460	5	2750	"Hus"	128	1935	3.84615384615385
2950000	2011-05-08	23600	5	2750	"Hus"	125	1966	0.990099009900991
2725000	2011-05-06	23093	6	2750	"Hus"	118	1961	5.66037735849058
2100000	2011-04-28	19811	4	2750	"Hus"	106	1963	15.9663865546218
2100000	2011-04-26	18918	5	2750	"Hus"	111	1955	15.9663865546218
1398500	2011-04-17	7991	6	2750	"Hus"	175	1967	58.1589958158996
3e+06	2011-04-15	21739	4	2750	"Hus"	138	1850	4.76190476190477
2075000	2011-04-07	22311	4	2750	"Hus"	93	1950	2.9126213592233
2650000	2011-04-07	22844	5	2750	"Hus"	116	1955	8.25688073394496
2100000	2011-04-05	20192	4	2750	"Hus"	104	1962	3.84615384615385
4995000	2011-04-03	28872	6	2750	"Hus"	173	2008	5.66037735849058
2700000	2011-03-31	24324	4	2750	"Hus"	111	1962	2.9126213592233
3450000	2011-03-28	25182	3	2750	"Hus"	137	1968	6.54205607476636
3775000	2011-03-21	26034	5	2750	"Hus"	145	1970	4.76190476190477
2400000	2011-03-21	17021	4	2750	"Hus"	141	1928	2.9126213592233
1725000	2011-03-18	9375	7	2750	"Hus"	184	2012	6.54205607476636
2200000	2011-03-08	22000	3	2750	"Hus"	100	1959	5.66037735849058
1600000	2011-02-27	14414	4	2750	"Hus"	111	1920	10.7142857142857
2650000	2011-02-22	27894	3	2750	"Hus"	95	1969	7.40740740740742
3395000	2011-02-21	26523	5	2750	"Hus"	128	1967	0
2600000	2011-02-17	16250	5	2750	"Hus"	160	1909	2.9126213592233
2550000	2011-02-10	17708	4	2750	"Hus"	144	1970	8.25688073394496
2950000	2011-01-28	29500	4	2750	"Hus"	100	1968	0
2900000	2011-01-20	20279	5	2750	"Hus"	143	1969	8.25688073394496
1900000	2011-01-19	14285	5	2750	"Hus"	133	2002	0
2595000	2011-01-13	23590	4	2750	"Hus"	110	1967	0
3150000	2012-10-17	28378	4	2720	"Rakkehus"	111	1989	0
366000	2012-09-12	2951	3	2720	"Rakkehus"	124	1979	0
2760000	2012-09-09	30666	4	2720	"Rakkehus"	90	1944	3.84615384615385
2350000	2012-08-27	18359	5	2720	"Rakkehus"	128	2003	9.09090909090909
2e+06	2012-08-13	20000	4	2720	"Rakkehus"	100	1981	3.84615384615385
3350000	2012-08-12	32843	4	2720	"Rakkehus"	102	1944	7.40740740740742
2530000	2012-08-08	16644	4	2720	"Rakkehus"	152	1979	9.09090909090909
2850000	2012-07-31	31666	4	2720	"Rakkehus"	90	1944	4.76190476190477
3500000	2012-07-23	31818	5	2720	"Rakkehus"	110	1940	0
2925000	2012-07-10	30468	5	2720	"Rakkehus"	96	1946	1.96078431372549
2100000	2012-06-29	24705	3	2720	"Rakkehus"	85	1944	3.84615384615385
3300000	2012-06-27	25384	5	2720	"Rakkehus"	130	1967	0
3250000	2012-06-22	27542	5	2720	"Rakkehus"	118	1966	6.54205607476636
2300000	2012-05-23	21495	4	2720	"Rakkehus"	107	1976	7.40740740740742
850000	2012-05-22	10365	3	2720	"Rakkehus"	82	1971	0
1400000	2012-05-14	14893	4	2720	"Rakkehus"	94	1946	0
4045000	2012-04-13	27331	5	2720	"Rakkehus"	148	2012	-1.01010101010102
1795000	2012-04-12	18697	4	2720	"Rakkehus"	96	1946	0
2995000	2012-03-27	25381	4	2720	"Rakkehus"	118	1995	0
1540000	2012-03-08	24062	3	2720	"Rakkehus"	64	1935	6.54205607476636
1700000	2012-03-06	17346	4	2720	"Rakkehus"	98	1977	0
3400000	2012-03-01	27642	3	2720	"Rakkehus"	123	2010	1.96078431372549
3500000	2012-02-02	32407	4	2720	"Rakkehus"	108	1968	6.54205607476636
3900000	2012-01-13	26351	5	2720	"Rakkehus"	148	2012	0
3750000	2012-01-12	30241	6	2720	"Rakkehus"	124	1924	5.66037735849058
2700000	2012-01-06	23275	5	2720	"Rakkehus"	116	1932	6.54205607476636
3210000	2011-12-21	32100	4	2720	"Rakkehus"	100	1958	7.40740740740742
3200000	2011-12-19	29090	4	2720	"Rakkehus"	110	1940	5.66037735849058
3550000	2011-12-12	28629	4	2720	"Rakkehus"	124	1924	5.66037735849058
2995000	2011-11-21	35235	4	2720	"Rakkehus"	85	1938	0
3300000	2011-10-31	30555	4	2720	"Rakkehus"	108	1943	6.54205607476636
2800000	2011-10-19	25925	5	2720	"Rakkehus"	108	1966	0
1822000	2011-10-07	13014	6	2720	"Rakkehus"	140	1936	0
3600000	2011-09-03	37500	4	2720	"Rakkehus"	96	1923	7.40740740740742
3100000	2011-09-02	27192	4	2720	"Rakkehus"	114	1968	10.7142857142857
2900000	2011-08-20	24576	3	2720	"Rakkehus"	118	2010	2.9126213592233
3420000	2011-07-25	26307	4	2720	"Rakkehus"	130	2011	0
2250000	2011-07-14	37500	2	2720	"Rakkehus"	60	1944	1.96078431372549
2795000	2011-07-04	26875	5	2720	"Rakkehus"	104	1944	0
3735000	2011-06-30	24253	6	2720	"Rakkehus"	154	1924	3.84615384615385
2895000	2011-06-17	30797	4	2720	"Rakkehus"	94	1946	2.9126213592233
2925000	2011-06-16	31451	4	2720	"Rakkehus"	93	1943	8.25688073394496
2200000	2011-05-02	36666	3	2720	"Rakkehus"	60	1944	3.84615384615385
2220000	2011-04-04	37000	3	2720	"Rakkehus"	60	1944	2.9126213592233
2950000	2011-03-10	23600	4	2720	"Rakkehus"	125	1977	0
3e+06	2011-03-08	27027	4	2720	"Rakkehus"	111	1989	5.66037735849058
2500000	2011-03-08	19379	6	2720	"Rakkehus"	129	1924	6.54205607476636
6e+05	2011-03-03	14285	1	2720	"Rakkehus"	42	1972	39.3939393939394
3420000	2011-02-22	26307	4	2720	"Rakkehus"	130	2011	0
3300000	2011-02-02	28947	4	2720	"Rakkehus"	114	1955	1.96078431372549
1350000	2012-09-26	16071	3	2610	"Rakkehus"	84	1957	6.54205607476636
2150000	2012-09-26	22872	4	2610	"Rakkehus"	94	1957	3.84615384615385
2175000	2012-09-18	23641	4	2610	"Rakkehus"	92	1960	6.54205607476636
2250000	2012-08-19	17175	5	2610	"Rakkehus"	131	1957	7.40740740740742
2220000	2012-08-16	21142	3	2610	"Rakkehus"	105	1964	4.76190476190477
2400000	2012-08-15	25806	4	2610	"Rakkehus"	93	1943	2.9126213592233
2250000	2012-08-13	17857	6	2610	"Rakkehus"	126	1956	13.0434782608696
1945000	2012-08-01	17212	5	2610	"Rakkehus"	113	1962	1.96078431372549
2100000	2012-07-05	23863	4	2610	"Rakkehus"	88	1981	0
2950000	2012-06-21	24789	5	2610	"Rakkehus"	119	1994	7.40740740740742
1550000	2012-06-19	18023	4	2610	"Rakkehus"	86	1962	7.40740740740742
2098000	2012-06-11	25585	3	2610	"Rakkehus"	82	1954	0
2400000	2012-06-06	23762	4	2610	"Rakkehus"	101	1985	0
2625000	2012-06-05	27925	3	2610	"Rakkehus"	94	2003	0
1775000	2012-05-31	17574	4	2610	"Rakkehus"	101	1963	5.66037735849058
2e+06	2012-05-31	17857	4	2610	"Rakkehus"	112	1960	1.96078431372549
2400000	2012-05-31	18320	6	2610	"Rakkehus"	131	1955	0
1950000	2012-05-25	17256	5	2610	"Rakkehus"	113	1956	6.54205607476636
1525000	2012-05-10	13260	5	2610	"Rakkehus"	115	1955	9.90990990990992
2275000	2012-05-02	19612	4	2610	"Rakkehus"	116	1985	7.40740740740742
2800000	2012-04-26	30107	3	2610	"Rakkehus"	93	1943	0
2750000	2012-04-24	25700	4	2610	"Rakkehus"	107	1985	0.990099009900991
3745000	2012-04-01	24638	5	2610	"Rakkehus"	152	2008	14.5299145299145
2500000	2012-04-01	21739	5	2610	"Rakkehus"	115	1971	2.9126213592233
1650000	2012-03-29	14732	3	2610	"Rakkehus"	112	1954	1.96078431372549
2200000	2012-03-20	15068	6	2610	"Rakkehus"	146	1929	0
2150000	2012-03-15	21938	4	2610	"Rakkehus"	98	1943	5.66037735849058
2300000	2012-03-06	23469	3	2610	"Rakkehus"	98	1964	6.54205607476636
2200000	2012-03-02	23157	4	2610	"Rakkehus"	95	1937	5.66037735849058
2575000	2012-02-27	22991	4	2610	"Rakkehus"	112	2005	0
1695000	2012-02-26	15990	4	2610	"Rakkehus"	106	1980	0
1900000	2012-02-09	19191	4	2610	"Rakkehus"	99	1965	4.76190476190477
1e+05	2012-02-03	2857	1	2610	"Rakkehus"	35	1971	0
1800000	2012-01-30	15254	5	2610	"Rakkehus"	118	1979	9.90990990990992
2500000	2012-01-17	22935	4	2610	"Rakkehus"	109	1970	5.66037735849058
1750000	2012-01-15	23333	3	2610	"Rakkehus"	75	1943	3.84615384615385
1700000	2012-01-06	21250	3	2610	"Rakkehus"	80	1957	4.76190476190477
1650000	2012-01-03	17741	4	2610	"Rakkehus"	93	1943	5.66037735849058
2300000	2011-12-22	20909	3	2610	"Rakkehus"	110	1982	3.84615384615385
3300000	2011-12-20	25781	4	2610	"Rakkehus"	128	1961	1.96078431372549
2100000	2011-12-13	22580	4	2610	"Rakkehus"	93	1943	14.5299145299145
1600000	2011-12-09	20000	3	2610	"Rakkehus"	80	1957	4.76190476190477
1775000	2011-12-05	18112	4	2610	"Rakkehus"	98	1962	0
2150000	2011-11-30	17916	4	2610	"Rakkehus"	120	1957	9.90990990990992
1700000	2011-11-22	17525	3	2610	"Rakkehus"	97	1959	14.5299145299145
2300000	2011-11-15	23232	4	2610	"Rakkehus"	99	1965	1.96078431372549
320000	2011-11-14	9142	1	2610	"Rakkehus"	35	1971	35.0649350649351
2400000	2011-11-04	20689	5	2610	"Rakkehus"	116	1972	2.9126213592233
2600000	2011-10-29	23636	5	2610	"Rakkehus"	110	1948	9.90990990990992
3050000	2011-10-25	23828	4	2610	"Rakkehus"	128	1961	12.280701754386
2320000	2011-10-24	20000	4	2610	"Rakkehus"	116	1972	6.54205607476636
2800000	2011-10-21	28571	4	2610	"Rakkehus"	98	1943	0
1546960	2011-10-13	19337	3	2610	"Rakkehus"	80	1957	8.25688073394496
1700000	2011-10-10	21518	3	2610	"Rakkehus"	79	1954	3.84615384615385
2299000	2011-09-29	24457	4	2610	"Rakkehus"	94	1957	0
1800000	2011-09-29	19148	4	2610	"Rakkehus"	94	1959	13.7931034482759
1900000	2011-09-28	20212	4	2610	"Rakkehus"	94	1959	0
4e+05	2011-09-26	11428	1	2610	"Rakkehus"	35	1971	32.4324324324324
1850000	2011-09-12	20108	4	2610	"Rakkehus"	92	1960	15.2542372881356
2330000	2011-09-07	22403	4	2610	"Rakkehus"	104	1984	0
2495000	2011-09-01	33266	3	2610	"Rakkehus"	75	1943	0
2250000	2011-08-23	23684	4	2610	"Rakkehus"	95	1987	5.66037735849058
2200000	2011-08-16	18965	5	2610	"Rakkehus"	116	1972	7.40740740740742
1750000	2011-08-15	14957	5	2610	"Rakkehus"	117	1955	12.280701754386
1950000	2011-07-27	24375	4	2610	"Rakkehus"	80	1949	10.7142857142857
2050000	2011-07-22	21578	4	2610	"Rakkehus"	95	1978	14.5299145299145
1550000	2011-07-12	19620	3	2610	"Rakkehus"	79	1954	8.25688073394496
2050000	2011-07-08	18636	4	2610	"Rakkehus"	110	1953	13.7931034482759
2425000	2011-07-05	22247	6	2610	"Rakkehus"	109	1954	6.54205607476636
1900000	2011-07-05	18095	4	2610	"Rakkehus"	105	1964	4.76190476190477
1800000	2011-06-29	18000	3	2610	"Rakkehus"	100	1955	4.76190476190477
3400000	2011-06-27	22077	5	2610	"Rakkehus"	154	1964	4.76190476190477
2300000	2011-06-26	24210	4	2610	"Rakkehus"	95	1981	7.40740740740742
1970000	2011-06-23	27746	4	2610	"Rakkehus"	71	1860	-3.09278350515465
2550000	2011-06-23	24519	4	2610	"Rakkehus"	104	1960	0.990099009900991
2500000	2011-06-17	20833	4	2610	"Rakkehus"	120	1986	0
1850000	2011-06-10	18877	4	2610	"Rakkehus"	98	1964	-2.04081632653061
3045000	2011-06-08	32741	4	2610	"Rakkehus"	93	1943	-6.38297872340425
1400000	2011-06-07	18666	3	2610	"Rakkehus"	75	1943	11.5044247787611
2300000	2011-05-27	19827	5	2610	"Rakkehus"	116	1972	7.40740740740742
2200000	2011-05-27	23655	4	2610	"Rakkehus"	93	1943	0
2209000	2011-05-25	23252	4	2610	"Rakkehus"	95	1981	7.40740740740742
2800000	2011-05-23	24778	5	2610	"Rakkehus"	113	1962	0
3400000	2011-05-16	26984	5	2610	"Rakkehus"	126	1949	1.96078431372549
2310000	2011-05-10	18188	5	2610	"Rakkehus"	127	1972	1.96078431372549
2200000	2011-04-20	23404	5	2610	"Rakkehus"	94	1957	1.96078431372549
3425000	2011-04-17	27182	4	2610	"Rakkehus"	126	1966	0.990099009900991
2150000	2011-04-12	17200	5	2610	"Rakkehus"	125	1956	0
2187500	2011-04-04	16698	5	2610	"Rakkehus"	131	1956	0
3100000	2011-03-30	19871	6	2610	"Rakkehus"	156	1943	0
1965000	2011-03-22	20904	4	2610	"Rakkehus"	94	1959	0
2025000	2011-02-18	25000	4	2610	"Rakkehus"	81	1956	0
1895000	2011-02-18	22559	4	2610	"Rakkehus"	84	1962	0
1800000	2011-02-14	20930	4	2610	"Rakkehus"	86	1962	3.84615384615385
1400000	2011-02-08	12280	3	2610	"Rakkehus"	114	1973	17.3553719008264
7e+05	2011-02-02	7142	3	2610	"Rakkehus"	98	1943	0
3200000	2011-01-26	26229	5	2610	"Rakkehus"	122	1949	5.66037735849058
2295000	2011-01-04	22500	4	2610	"Rakkehus"	102	1981	0
1530000	2012-10-16	15000	3	2750	"Rakkehus"	102	1955	9.09090909090909
2450000	2012-10-16	20762	4	2750	"Rakkehus"	118	2007	0
2298000	2012-08-29	15118	5	2750	"Rakkehus"	152	1965	0
2270000	2012-08-13	21214	4	2750	"Rakkehus"	107	1972	0
2240000	2012-08-02	20740	4	2750	"Rakkehus"	108	2006	1.96078431372549
2720000	2012-08-01	22295	4	2750	"Rakkehus"	122	2007	4.76190476190477
1375000	2012-07-30	15277	3	2750	"Rakkehus"	90	1973	7.40740740740742
2100000	2012-07-15	19626	4	2750	"Rakkehus"	107	1971	8.25688073394496
2750000	2012-07-06	23305	4	2750	"Rakkehus"	118	2007	4.76190476190477
2030000	2012-04-30	18796	4	2750	"Rakkehus"	108	2003	7.40740740740742
2e+06	2012-04-30	16000	5	2750	"Rakkehus"	125	1967	6.54205607476636
2250000	2012-04-23	20833	4	2750	"Rakkehus"	108	2006	3.84615384615385
1740000	2012-04-03	18510	3	2750	"Rakkehus"	94	1991	0
2095000	2012-03-29	21377	3	2750	"Rakkehus"	98	1989	5.66037735849058
2200000	2012-03-29	19298	4	2750	"Rakkehus"	114	2001	3.84615384615385
2100000	2012-02-06	20192	4	2750	"Rakkehus"	104	2003	9.90990990990992
1100000	2012-01-31	16923	3	2750	"Rakkehus"	65	1958	11.5044247787611
2480000	2011-11-29	22142	4	2750	"Rakkehus"	112	2006	7.40740740740742
2120000	2011-09-30	19813	4	2750	"Rakkehus"	107	1971	2.9126213592233
2300000	2011-09-11	21296	4	2750	"Rakkehus"	108	2006	7.40740740740742
2250000	2011-09-05	26162	3	2750	"Rakkehus"	86	1990	9.09090909090909
2200000	2011-07-05	25581	3	2750	"Rakkehus"	86	1992	7.40740740740742
2350000	2011-06-09	25268	4	2750	"Rakkehus"	93	1989	0
2250000	2011-05-30	21634	4	2750	"Rakkehus"	104	2003	1.96078431372549
2400000	2011-05-22	18461	5	2750	"Rakkehus"	130	1977	10.7142857142857
2495000	2011-05-12	19341	6	2750	"Rakkehus"	129	1989	0
2850000	2011-04-11	24152	4	2750	"Rakkehus"	118	2007	7.40740740740742
2275000	2011-01-31	20495	5	2750	"Rakkehus"	111	1954	4.76190476190477
1500000	2011-01-21	17045	4	2750	"Rakkehus"	88	1973	5.66037735849058
